,message,label
344,Am not interested to do like that.,nonspam
345,My sister cleared two round in birla soft yesterday.,nonspam
346,Gudnite....tc...practice going on,nonspam
347,Dis is yijue. I jus saw ur mail. In case huiming havent sent u my num. Dis is my num.,nonspam
348,One small prestige problem now.,nonspam
349,Fancy a shag? I do.Interested? sextextuk.com txt XXUK SUZY to 69876. Txts cost 1.50 per msg. TnCs on website. X,spam
350,Just checking in on you. Really do miss seeing Jeremiah. Do have a great month,nonspam
351,"Nah can't help you there, I've never had an iphone",nonspam
352,If you're not in my car in an hour and a half I'm going apeshit,nonspam
353,"TODAY is Sorry day.! If ever i was angry with you, if ever i misbehaved or hurt you? plz plz JUST SLAP URSELF Bcoz, Its ur fault, I'm basically GOOD",nonspam
354,Yo you guys ever figure out how much we need for alcohol? Jay and I are trying to figure out how much we can safely spend on weed,nonspam
355,&lt;#&gt; ISH MINUTES WAS 5 MINUTES AGO. WTF.,nonspam
356,"Thank You for calling.Forgot to say Happy Onam to you Sirji.I am fine here and remembered you when i met an insurance person.Meet You in Qatar Insha Allah.Rakhesh, ex Tata AIG who joined TISSCO,Tayseer.",nonspam
357,Congratulations ur awarded 500 of CD vouchers or 125gift guaranteed & Free entry 2 100 wkly draw txt MUSIC to 87066 TnCs www.Ldew.com1win150ppmx3age16,spam
358,Ur cash-balance is currently 500 pounds - to maximize ur cash-in now send CASH to 86688 only 150p/msg. CC: 08708800282 HG/Suite342/2Lands Row/W1J6HL,spam
359,"I'm an actor. When i work, i work in the evening and sleep late. Since i'm unemployed at the moment, i ALWAYS sleep late. When you're unemployed, every day is saturday.",nonspam
360,"Hello! Just got here, st andrews-boy its a long way! Its cold. I will keep you posted",nonspam
361,Ha ha cool cool chikku chikku:-):-DB-),nonspam
362,Oh ok no prob..,nonspam
363,Check audrey's status right now,nonspam
364,Busy here. Trying to finish for new year. I am looking forward to finally meeting you...,nonspam
365,"Good afternoon sunshine! How dawns that day ? Are we refreshed and happy to be alive? Do we breathe in the air and smile ? I think of you, my love ... As always",nonspam
366,Well i know Z will take care of me. So no worries.,nonspam
367,"Update_Now - Xmas Offer! Latest Motorola, SonyEricsson & Nokia & FREE Bluetooth! Double Mins & 1000 Txt on Orange. Call MobileUpd8 on 08000839402 or call2optout/F4Q=",spam
368,Here is your discount code RP176781. To stop further messages reply stop. www.regalportfolio.co.uk. Customer Services 08717205546,spam
369,Wat uniform? In where get?,nonspam
370,"Cool, text me when you're ready",nonspam
371,"Hello my boytoy ... Geeee I miss you already and I just woke up. I wish you were here in bed with me, cuddling me. I love you ...",nonspam
372,I will spoil you in bed as well :),nonspam
373,I'm going for bath will msg you next  &lt;#&gt;  min..,nonspam
374,I cant keep talking to people if am not sure i can pay them if they agree to price. So pls tell me what you want to really buy and how much you are willing to pay,nonspam
375,"Thanks for your Ringtone Order, Reference T91. You will be charged GBP 4 per week. You can unsubscribe at anytime by calling customer services on 09057039994",spam
376,Can you say what happen,nonspam
377,You could have seen me..i did't recognise you Face.:),nonspam
378,Well there's not a lot of things happening in Lindsay on New years *sighs* Some bars in Ptbo and the blue heron has something going,nonspam
379,Keep my payasam there if rinu brings,nonspam
380,I taught that Ranjith sir called me. So only i sms like that. Becaus hes verifying about project. Prabu told today so only pa dont mistake me..,nonspam
381,"I guess that's why you re worried. You must know that there's a way the body repairs itself. And i'm quite sure you shouldn't worry. We'll take it slow. First the tests, they will guide when your ovulation is then just relax. Nothing you've said is a reason to worry but i.ll keep on followin you up.",nonspam
382,"Yeah sure, give me a couple minutes to track down my wallet",nonspam
383,Hey leave it. not a big deal:-) take care.,nonspam
384,Hey i will be late ah... Meet you at 945+,nonspam
385,"Double mins and txts 4 6months FREE Bluetooth on Orange. Available on Sony, Nokia Motorola phones. Call MobileUpd8 on 08000839402 or call2optout/N9DX",spam
386,It took Mr owl 3 licks,nonspam
387,Customer place i will call you.,nonspam
388,Mm that time you dont like fun,nonspam
389,4mths half price Orange line rental & latest camera phones 4 FREE. Had your phone 11mths ? Call MobilesDirect free on 08000938767 to update now! or2stoptxt,spam
390,Yup having my lunch buffet now.. U eat already?,nonspam
391,Huh so late... Fr dinner?,nonspam
392,Hey so this sat are we going for the intro pilates only? Or the kickboxing too? ,nonspam
393,Morning only i can ok.,nonspam
394,Yes i think so. I am in office but my lap is in room i think thats on for the last few days. I didnt shut that down,nonspam
395,Pick you up bout 7.30ish? What time are  and that going?,nonspam
396,From here after The performance award is calculated every two month.not for current one month period..,nonspam
397,Was actually sleeping and still might when u call back. So a text is gr8. You rock sis. Will send u a text wen i wake.,nonspam
398,"You are always putting your business out there. You put pictures of your ass on facebook. You are one of the most open people i've ever met. Why would i think a picture of your room would hurt you, make you feel violated.",nonspam
399,"Good evening Sir, Al Salam Wahleykkum.sharing a happy news.By the grace of God, i got an offer from Tayseer,TISSCO and i joined.Hope you are fine.Inshah Allah,meet you sometime.Rakhesh,visitor from India.",nonspam
400,Hmmm...k...but i want to change the field quickly da:-)i wanna get system administrator or network administrator..,nonspam
401,"FREE RINGTONE text FIRST to 87131 for a poly or text GET to 87131 for a true tone! Help? 0845 2814032 16 after 1st free, tones are 3x£150pw to e£nd txt stop",spam
402,Dear how is chechi. Did you talk to her,nonspam
403,The hair cream has not been shipped.,nonspam
404,None of that's happening til you get here though,nonspam
405,"Yep, the great loxahatchee xmas tree burning of  &lt;#&gt;  starts in an hour",nonspam
406,"Haha get used to driving to usf man, I know a lot of stoners",nonspam
407,All was well until slightly disastrous class this pm with my fav darlings! Hope day off ok. Coffee wld be good as can't stay late tomorrow. Same time + place as always?,nonspam
408,Hello! Good week? Fancy a drink or something later?,nonspam
409,Headin towards busetop,nonspam
410,Message:some text missing* Sender:Name Missing* *Number Missing *Sent:Date missing *Missing U a lot thats y everything is missing sent via fullonsms.com,nonspam
411,Come by our room at some point so we can iron out the plan for this weekend,nonspam
412,Cos i want it to be your thing,nonspam
413,"Okies... I'll go yan jiu too... We can skip ard oso, go cine den go mrt one, blah blah blah... ",nonspam
414,Bring home some Wendy =D,nonspam
415,100 dating service cal;l 09064012103 box334sk38ch,spam
416,Whatsup there. Dont u want to sleep,nonspam
417,Alright i have a new goal now,nonspam
418,FREE entry into our £250 weekly competition just text the word WIN to 80086 NOW. 18 T&C www.txttowin.co.uk,spam
419,"Alright, I'll head out in a few minutes, text me where to meet you",nonspam
420,Send a logo 2 ur lover - 2 names joined by a heart. Txt LOVE NAME1 NAME2 MOBNO eg LOVE ADAM EVE 07123456789 to 87077 Yahoo! POBox36504W45WQ TxtNO 4 no ads 150p,spam
421,Yes:)from last week itself i'm taking live call.,nonspam
422,Someone has contacted our dating service and entered your phone because they fancy you! To find out who it is call from a landline 09111032124 . PoBox12n146tf150p,spam
423,Siva is in hostel aha:-.,nonspam
424,URGENT! Your Mobile number has been awarded with a £2000 prize GUARANTEED. Call 09058094455 from land line. Claim 3030. Valid 12hrs only,spam
425,Send this to ur friends and receive something about ur voice..... How is my speaking expression? 1.childish 2.naughty 3.Sentiment 4.rowdy 5.ful of attitude 6.romantic 7.shy 8.Attractive 9.funny  &lt;#&gt; .irritating  &lt;#&gt; .lovable. reply me..,nonspam
426,Ok. She'll be ok. I guess,nonspam
427,aathi..where are you dear..,nonspam
428,Any pain on urination any thing else?,nonspam
429,7 at esplanade.. Do ü mind giving me a lift cos i got no car today..,nonspam
430,I wnt to buy a BMW car urgently..its vry urgent.but hv a shortage of  &lt;#&gt; Lacs.there is no source to arng dis amt. &lt;#&gt; lacs..thats my prob,nonspam
431,At home watching tv lor.,nonspam
432,Does she usually take fifteen fucking minutes to respond to a yes or no question,nonspam
433,Congrats! Nokia 3650 video camera phone is your Call 09066382422 Calls cost 150ppm Ave call 3mins vary from mobiles 16+ Close 300603 post BCM4284 Ldn WC1N3XX,spam
434,Booked ticket for pongal?,nonspam
435,You available now? I'm like right around hillsborough &amp;  &lt;#&gt; th,nonspam
436,The message sent is askin for  &lt;#&gt; dollars. Shoul i pay  &lt;#&gt;  or  &lt;#&gt; ?,nonspam
437,"Ask g or iouri, I've told the story like ten times already",nonspam
438,How long does applebees fucking take,nonspam
439,"Hi hope u get this txt~journey hasnt been gd,now about 50 mins late I think.",nonspam
440,But i have to. I like to have love and arrange.,nonspam
441,Yes..he is really great..bhaji told kallis best cricketer after sachin in world:).very tough to get out.,nonspam
442,You were supposed to wake ME up &gt;:(,nonspam
443,Oic... I saw him too but i tot he din c me... I found a group liao...,nonspam
444,"Sorry, I'll call later",nonspam
445,"HEY HEY WERETHE MONKEESPEOPLE SAY WE MONKEYAROUND! HOWDY GORGEOUS, HOWU DOIN? FOUNDURSELF A JOBYET SAUSAGE?LOVE JEN XXX",nonspam
446,"Sorry, my battery died, I can come by but I'm only getting a gram for now, where's your place?",nonspam
447,"Well done, blimey, exercise, yeah, i kinda remember wot that is, hmm. ",nonspam
448,I wont get concentration dear you know you are my mind and everything :-),nonspam
449,LOL ... Have you made plans for new years?,nonspam
450,10 min later k...,nonspam
451,hanks lotsly!,nonspam
452,Thanks for this hope you had a good day today,nonspam
453,K:)k:)what are detail you want to transfer?acc no enough?,nonspam
454,Ok i will tell her to stay out. Yeah its been tough but we are optimistic things will improve this month.,nonspam
455,"Loan for any purpose £500 - £75,000. Homeowners + Tenants welcome. Have you been previously refused? We can still help. Call Free 0800 1956669 or text back 'help'",spam
456,Si si. I think ill go make those oreo truffles.,nonspam
457,"LOOK AT AMY URE A BEAUTIFUL, INTELLIGENT WOMAN AND I LIKE U A LOT. I KNOW U DONT LIKE ME LIKE THAT SO DONT WORRY.",nonspam
458,I hope you that's the result of being consistently intelligent and kind. Start asking him about practicum links and keep your ears open and all the best. ttyl,nonspam
459,"1.20 that call cost. Which i guess isnt bad. Miss ya, need ya, want ya, love ya",nonspam
460,Going thru a very different feeling.wavering decisions and coping up with the same is the same individual.time will heal everything i believe.,nonspam
461,Where did u go? My phone is gonna die you have to stay in here,nonspam
462,Great. Never been better. Each day gives even more reasons to thank God,nonspam
463,"UpgrdCentre Orange customer, you may now claim your FREE CAMERA PHONE upgrade for your loyalty. Call now on 0207 153 9153. Offer ends 26th July. T&C's apply. Opt-out available",spam
464,"Sorry, I'll call later ok bye",nonspam
465,Ok i am on the way to railway,nonspam
466,great princess! I love giving and receiving oral. Doggy style is my fave position. How about you? I enjoy making love  &lt;#&gt;  times per night :),nonspam
467,They don't put that stuff on the roads to keep it from getting slippery over there?,nonspam
468,When are you going to ride your bike?,nonspam
469,"Yup, no need. I'll jus wait 4 e rain 2 stop.",nonspam
